,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,Emotions,Emotions_Value,Tweet
154,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,fear,0.25,quite dissatisfied with problem handled . do n't want interact with your customer service representative ever again .
155,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,trust,0.5,appreciate your excellent service commitment consistency . have total trust .
156,0.25,0.125,0.0,0.125,0.0,0.125,0.125,0.125,0.125,0.0,fear,0.25,terrible experience with return process from this company . customer service team unhelpful made incredibly difficult refund .
157,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,positive,0.4,"service fine , did n't exceed expectation ."
158,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,positive,0.18181818181818182,"deeply unsatisfied with overall experience with this company . customer service terrible , product poor quality , would recommend them anyone ."
159,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727,positive,0.36363636363636365,just wanted express surprise gratitude excellent customer service . Your team really made day .
160,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,1.0,deceptive advertising this business beyond enraged . stuck with product because did n't live claim .
161,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,trust,0.5,"Wow , really impressed quickly efficiently issue resolved your customer service team . Thank much !"
162,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,positive,0.2727272727272727,eager learn your business will assist with this problem . appreciate your support .
163,0.0,0.0,0.0,0.2,0.1,0.4,0.1,0.1,0.0,0.1,positive,0.4,just leave review impressed with level customer service received . It 's rare find such excellent service these day .
164,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,negative,0.2857142857142857,ca n't believe poorly made this product It 's complete waste money angry that fell marketing .
165,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,trust,0.18181818181818182,manner your team handled issue disgust higher hope your business .
166,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,trust,0.2857142857142857,over moon with quality this product . It 's exactly what looking happy found
167,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,trust,0.3333333333333333,"I 've been customer long time , fully trust your business deliver excellent service ."
168,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,positive,0.2222222222222222,neither happy unhappy with service received .
169,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,positive,0.75,great experience with customer service from this company . They were quick resolve issue made sure completely satisfied .
170,0.11538461538461539,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.07692307692307693,negative,0.19230769230769232,feeling really about lack support received . It 's left feeling hopeless unsupported .
171,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,fear,0.14285714285714285,"okay experience . Nothing special , nothing terrible either ."
172,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,fear,0.14285714285714285,have faith that you 'll take necessary step address problem . appreciate your support .
173,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,negative,0.42857142857142855,seething with anger over poor quality this product . broke after only us company refused refund
174,0.0,0.05555555555555555,0.0,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,positive,0.2222222222222222,ecstatic about this company 's amazing deal discount . able save much money order .
175,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,trust,0.3333333333333333,your team handled issue unacceptable . disgusted with level service received .
176,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0,positive,0.2857142857142857,beyond angry this company 's lack transparency . They did n't disclose important information about product stuck with
177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,trust,1.0,trust that your team will take care need quickly efficiently . Thank your help .
178,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,positive,0.5,absolutely thrilled with this product . exceeded expectation could n't happier with purchase .
179,0.125,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.125,0.0,positive,0.25,"merchandise obtained from this firm left utterly unsatisfied . product what represented , customer service department address problem ."
180,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,positive,0.2727272727272727,really disappointed with customer service received . helpful made feel like issue unimportant .
181,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,trust,0.3333333333333333,"customer service team 's lack professionalism rage . They were unhelpful dismissive , would n't suggest this business anyone ."
182,0.2,0.1,0.0,0.1,0.0,0.3,0.1,0.1,0.1,0.0,positive,0.3,This company 's shipping procedure completely miffed . Several delay order occurred without justification business communication .
183,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,negative,0.4,"utterly furious subpar customer service provided this business . When concern with order , they were unresponsive condescending ."
184,0.0,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.25,positive,0.375,This company 's customer service amazing ! They were helpful friendly throughout whole process .
185,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,positive,0.13636363636363635,"feeling really about quality product received . It 's what expecting , it 's left feeling down ."
186,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,surprise,0.5,pleasantly surprised quality product received . It 's exactly what looking more .
187,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.0,negative,0.2727272727272727,terrible experience with this company 's customer support . would never business with them again since they were obnoxious useless .
188,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,fear,0.1,do n't have strong feeling other .
189,0.0,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,positive,0.42857142857142855,blown away helpful kind customer service representative wa . They really made day .
190,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,anger,0.14285714285714285,angry that deal with this company 's terrible customer service . They were rude unhelpful throughout whole process .
191,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,surprise,0.2,delighted with fast shipping this order . product arrived much sooner than expected .
192,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.125,trust,0.25,happy with result using this product . It 's made such difference daily routine .
193,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,trust,0.5,trust that your company will always right thing customer . Thank being reliable .
194,0.0,0.0,0.0,0.125,0.125,0.375,0.0,0.0,0.0,0.25,positive,0.375,ca n't enough good thing about customer service from this company . They went above beyond make sure satisfied with order .
195,0.0,0.0,0.0,0.36363636363636365,0.0,0.5454545454545454,0.0,0.0,0.0,0.09090909090909091,positive,0.5454545454545454,have give credit where credit your customer service team incredibly helpful knowledgeable . They answered question made feel like valued customer .
196,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,trust,0.3333333333333333,"upset that despite fact that product flawed , this business chose provide refund . It 's total con ."
197,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,positive,0.4,happy chose business with this company . customer service exceptional made experience much better .
198,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,trust,0.5,"Your company consistently provided with high-quality service , have complete trust your ability ."
199,0.0,0.25,0.0,0.0625,0.0625,0.0625,0.1875,0.0625,0.1875,0.0625,anger,0.25,really disappointed with this purchase . product work advertised angry that wasted money .
